,quiz_question,correct,correct_label
109,1.8.1,True,1
110,1.8.1,False,0
111,1.8.1,False,0
112,1.8.1,True,1
113,1.8.1,True,1
114,1.8.1,False,0
115,1.8.1,False,0
116,1.8.1,True,1
117,1.8.1,True,1
118,1.8.1,True,1
119,1.8.1,True,1
120,1.8.1,False,0
121,1.8.1,True,1
122,1.8.1,False,0
123,1.8.1,False,0
124,1.8.1,True,1
125,1.8.1,False,0
126,1.8.1,False,0
127,1.8.1,True,1
128,1.8.1,True,1
129,1.8.1,False,0
130,1.8.1,False,0
131,1.8.1,False,0
132,1.8.1,False,0
133,1.8.1,False,0
134,1.8.1,True,1
135,1.8.1,True,1
136,1.8.1,True,1
137,1.8.1,True,1
138,1.8.1,True,1
139,1.8.1,True,1
140,1.8.1,True,1
141,1.8.1,True,1
142,1.8.1,True,1
143,1.8.1,False,0
144,1.8.1,True,1
145,1.8.1,False,0
146,1.8.1,False,0
147,1.8.1,True,1
148,1.8.1,True,1
149,1.8.1,True,1
150,1.8.1,True,1
151,1.8.1,False,0
152,1.8.1,True,1
153,1.8.1,True,1
154,1.8.1,True,1
155,1.8.1,False,0
156,1.8.1,True,1
157,1.8.1,True,1
158,1.8.1,True,1
159,1.8.1,False,0
160,1.8.1,False,0
161,1.8.1,False,0
162,1.8.1,False,0
163,1.8.1,False,0
164,1.8.1,False,0
165,1.8.1,True,1
166,1.8.1,False,0
167,1.8.1,True,1
168,1.8.1,False,0
169,1.8.1,True,1
170,1.8.1,True,1
171,1.8.1,False,0
172,1.8.1,False,0
173,1.8.1,True,1
174,1.8.1,False,0
175,1.8.1,True,1
176,1.8.1,False,0
177,1.8.1,False,0
178,1.8.1,True,1
179,1.8.1,True,1
180,1.8.1,True,1
181,1.8.1,False,0
182,1.8.1,True,1
183,1.8.1,False,0
184,1.8.1,False,0
185,1.8.1,True,1
186,1.8.1,True,1
187,1.8.1,True,1
188,1.8.1,True,1
189,1.8.1,True,1
190,1.8.1,True,1
191,1.8.1,False,0
192,1.8.1,False,0
193,1.8.1,True,1
194,1.8.1,False,0
195,1.8.1,True,1
196,1.8.1,True,1
197,1.8.1,True,1
198,1.8.1,True,1
199,1.8.1,False,0
200,1.8.1,False,0
201,1.8.1,True,1
202,1.8.1,False,0
203,1.8.1,True,1
204,1.8.1,False,0
205,1.8.1,False,0
206,1.8.1,True,1
207,1.8.1,True,1
208,1.8.1,False,0
209,1.8.1,False,0
210,1.8.1,False,0
211,1.8.1,True,1
212,1.8.1,False,0
213,1.8.1,True,1
214,1.8.1,True,1
215,1.8.1,True,1
216,1.8.1,True,1
217,1.8.1,True,1
218,1.8.1,True,1
219,1.8.1,False,0
220,1.8.1,False,0
221,1.8.1,True,1
222,1.8.1,True,1
223,1.8.1,True,1
224,1.8.1,True,1
225,1.8.1,True,1
226,1.8.1,True,1
227,1.8.1,True,1
228,1.8.1,True,1
229,1.8.1,True,1
230,1.8.1,True,1
231,1.8.1,True,1
232,1.8.1,False,0
233,1.8.1,True,1
234,1.8.1,True,1
235,1.8.1,True,1
236,1.8.1,True,1
237,1.8.1,True,1
238,1.8.1,True,1
239,1.8.1,False,0
240,1.8.1,True,1
241,1.8.1,False,0
242,1.8.1,False,0
243,1.8.1,True,1
244,1.8.1,True,1
245,1.8.1,True,1
246,1.8.1,False,0
247,1.8.1,False,0
248,1.8.1,True,1
249,1.8.1,True,1
250,1.8.1,False,0
251,1.8.1,True,1
252,1.8.1,True,1
253,1.8.1,False,0
254,1.8.1,True,1
255,1.8.1,False,0
256,1.8.1,True,1
257,1.8.1,False,0
258,1.8.1,True,1
259,1.8.1,True,1
260,1.8.1,True,1
261,1.8.1,False,0
262,1.8.1,True,1
263,1.8.1,True,1
264,1.8.1,True,1
265,1.8.1,False,0
266,1.8.1,False,0
267,1.8.1,True,1
268,1.8.1,True,1
269,1.8.1,True,1
270,1.8.1,True,1
271,1.8.1,True,1
272,1.8.1,True,1
273,1.8.1,False,0
274,1.8.1,False,0
275,1.8.1,True,1
276,1.8.1,False,0
277,1.8.1,True,1
278,1.8.1,True,1
279,1.8.1,False,0
280,1.8.1,False,0
281,1.8.1,True,1
282,1.8.1,False,0
283,1.8.1,False,0
284,1.8.1,True,1
285,1.8.1,False,0
286,1.8.1,True,1
287,1.8.1,True,1
288,1.8.1,True,1
289,1.8.1,False,0
290,1.8.1,True,1
291,1.8.1,True,1
292,1.8.1,True,1
293,1.8.1,True,1
294,1.8.1,True,1
295,1.8.1,True,1
296,1.8.1,False,0
297,1.8.1,False,0
298,1.8.1,False,0
299,1.8.1,False,0
300,1.8.1,False,0
301,1.8.1,True,1
302,1.8.1,True,1
303,1.8.1,True,1
304,1.8.1,True,1
305,1.8.1,True,1
306,1.8.1,True,1
307,1.8.1,True,1
308,1.8.1,True,1
309,1.8.1,False,0
310,1.8.1,False,0
311,1.8.1,False,0
312,1.8.1,True,1
313,1.8.1,True,1
314,1.8.1,True,1
315,1.8.1,True,1
316,1.8.1,True,1
317,1.8.1,True,1
318,1.8.1,False,0
319,1.8.1,False,0
320,1.8.1,True,1
321,1.8.1,False,0
322,1.8.1,False,0
323,1.8.1,True,1
324,1.8.1,True,1
325,1.8.1,True,1
326,1.8.1,True,1
327,1.8.1,False,0
328,1.8.1,False,0
329,1.8.1,True,1
330,1.8.1,False,0
331,1.8.1,True,1
332,1.8.1,True,1
333,1.8.1,True,1
334,1.8.1,True,1
335,1.8.1,True,1
336,1.8.1,True,1
337,1.8.1,False,0
338,1.8.1,True,1
339,1.8.1,True,1
340,1.8.1,True,1
341,1.8.1,False,0
342,1.8.1,True,1
343,1.8.1,True,1
344,1.8.1,True,1
345,1.8.1,True,1
346,1.8.1,True,1
347,1.8.1,False,0
348,1.8.1,True,1
349,1.8.1,True,1
350,1.8.1,True,1
351,1.8.1,True,1
352,1.8.1,True,1
353,1.8.1,False,0
354,1.8.1,True,1
355,1.8.1,True,1
356,1.8.1,False,0
357,1.8.1,True,1
358,1.8.1,True,1
359,1.8.1,True,1
360,1.8.1,True,1
361,1.8.1,True,1
362,1.8.1,True,1
363,1.8.1,False,0
364,1.8.1,True,1
365,1.8.1,True,1
366,1.8.1,True,1
367,1.8.1,True,1
368,1.8.1,False,0
369,1.8.1,False,0
370,1.8.1,False,0
371,1.8.1,True,1
372,1.8.1,True,1
373,1.8.1,False,0
374,1.8.1,False,0
375,1.8.1,False,0
376,1.8.1,True,1
377,1.8.1,False,0
378,1.8.1,True,1
379,1.8.1,False,0
380,1.8.1,False,0
381,1.8.1,False,0
382,1.8.1,False,0
383,1.8.1,False,0
384,1.8.1,False,0
385,1.8.1,False,0
386,1.8.1,False,0
387,1.8.1,True,1
388,1.8.1,False,0
389,1.8.1,False,0
390,1.8.1,True,1
391,1.8.1,True,1
392,1.8.1,False,0
393,1.8.1,False,0
394,1.8.1,True,1
395,1.8.1,False,0
396,1.8.1,True,1
397,1.8.1,True,1
398,1.8.1,True,1
399,1.8.1,False,0
400,1.8.1,True,1
401,1.8.1,True,1
402,1.8.1,True,1
403,1.8.1,True,1
404,1.8.1,True,1
405,1.8.1,True,1
406,1.8.1,True,1
407,1.8.1,True,1
408,1.8.1,False,0
409,1.8.1,True,1
410,1.8.1,False,0
411,1.8.1,False,0
412,1.8.1,False,0
413,1.8.1,False,0
414,1.8.1,True,1
415,1.8.1,False,0
416,1.8.1,True,1
417,1.8.1,True,1
418,1.8.1,True,1
419,1.8.1,False,0
420,1.8.1,False,0
421,1.8.1,True,1
422,1.8.1,False,0
423,1.8.1,False,0
424,1.8.1,True,1
425,1.8.1,False,0
426,1.8.1,True,1
427,1.8.1,True,1
428,1.8.1,False,0
429,1.8.1,True,1
430,1.8.1,True,1
431,1.8.1,False,0
432,1.8.1,False,0
433,1.8.1,True,1
434,1.8.1,True,1
435,1.8.1,False,0
436,1.8.1,False,0
437,1.8.1,True,1
438,1.8.1,True,1
439,1.8.1,False,0
440,1.8.1,False,0
441,1.8.1,True,1
442,1.8.1,False,0
443,1.8.1,True,1
444,1.8.1,False,0
445,1.8.1,False,0
446,1.8.1,True,1
447,1.8.1,False,0
448,1.8.1,True,1
449,1.8.1,True,1
450,1.8.1,False,0
451,1.8.1,True,1
452,1.8.1,True,1
453,1.8.1,False,0
454,1.8.1,False,0
455,1.8.1,True,1
456,1.8.1,True,1
457,1.8.1,True,1
458,1.8.1,True,1
459,1.8.1,True,1
460,1.8.1,False,0
461,1.8.1,False,0
462,1.8.1,True,1
463,1.8.1,True,1
464,1.8.1,False,0
465,1.8.1,False,0
466,1.8.1,True,1
467,1.8.1,True,1
468,1.8.1,False,0
469,1.8.1,True,1
470,1.8.1,True,1
471,1.8.1,True,1
472,1.8.1,False,0
473,1.8.1,True,1
474,1.8.1,True,1
475,1.8.1,True,1
476,1.8.1,True,1
477,1.8.1,True,1
478,1.8.1,False,0
479,1.8.1,False,0
480,1.8.1,True,1
481,1.8.1,True,1
482,1.8.1,False,0
483,1.8.1,False,0
484,1.8.1,True,1
485,1.8.1,False,0
486,1.8.1,False,0
487,1.8.1,True,1
488,1.8.1,False,0
489,1.8.1,True,1
490,1.8.1,False,0
491,1.8.1,False,0
492,1.8.1,True,1
493,1.8.1,True,1
494,1.8.1,False,0
495,1.8.1,False,0
496,1.8.1,True,1
497,1.8.1,False,0
498,1.8.1,False,0
499,1.8.1,False,0
500,1.8.1,False,0
501,1.8.1,False,0
502,1.8.1,False,0
503,1.8.1,False,0
504,1.8.1,False,0
505,1.8.1,True,1
506,1.8.1,False,0
507,1.8.1,False,0
508,1.8.1,True,1
509,1.8.1,False,0
510,1.8.1,True,1
511,1.8.1,False,0
512,1.8.1,False,0
513,1.8.1,True,1
514,1.8.1,True,1
515,1.8.1,False,0
516,1.8.1,True,1
517,1.8.1,True,1
518,1.8.1,True,1
519,1.8.1,True,1
520,1.8.1,True,1
521,1.8.1,False,0
522,1.8.1,True,1
523,1.8.1,True,1
524,1.8.1,False,0
525,1.8.1,False,0
526,1.8.1,False,0
527,1.8.1,True,1
528,1.8.1,True,1
529,1.8.1,True,1
530,1.8.1,True,1
531,1.8.1,True,1
532,1.8.1,True,1
533,1.8.1,True,1
534,1.8.1,True,1
535,1.8.1,False,0
536,1.8.1,True,1
537,1.8.1,True,1
538,1.8.1,True,1
539,1.8.1,True,1
540,1.8.1,False,0
541,1.8.1,False,0
542,1.8.1,False,0
543,1.8.1,True,1
544,1.8.1,True,1
545,1.8.1,True,1
546,1.8.1,False,0
547,1.8.1,False,0
548,1.8.1,True,1
549,1.8.1,True,1
550,1.8.1,False,0
551,1.8.1,True,1
552,1.8.1,True,1
553,1.8.1,False,0
554,1.8.1,True,1
555,1.8.1,False,0
556,1.8.1,True,1
557,1.8.1,False,0
558,1.8.1,True,1
559,1.8.1,False,0
560,1.8.1,False,0
561,1.8.1,True,1
562,1.8.1,False,0
563,1.8.1,True,1
564,1.8.1,False,0
565,1.8.1,True,1
566,1.8.1,False,0
567,1.8.1,True,1
568,1.8.1,False,0
569,1.8.1,False,0
570,1.8.1,False,0
571,1.8.1,True,1
572,1.8.1,True,1
573,1.8.1,True,1
574,1.8.1,True,1
575,1.8.1,True,1
576,1.8.1,True,1
577,1.8.1,True,1
578,1.8.1,True,1
579,1.8.1,False,0
580,1.8.1,True,1
581,1.8.1,True,1
582,1.8.1,True,1
583,1.8.1,False,0
584,1.8.1,False,0
585,1.8.1,True,1
586,1.8.1,False,0
587,1.8.1,True,1
588,1.8.1,False,0
589,1.8.1,False,0
590,1.8.1,True,1
591,1.8.1,True,1
592,1.8.1,True,1
593,1.8.1,False,0
594,1.8.1,False,0
595,1.8.1,True,1
596,1.8.1,True,1
597,1.8.1,True,1
598,1.8.1,False,0
599,1.8.1,True,1
600,1.8.1,False,0
601,1.8.1,True,1
602,1.8.1,False,0
603,1.8.1,False,0
604,1.8.1,False,0
605,1.8.1,False,0
606,1.8.1,True,1
607,1.8.1,False,0
608,1.8.1,True,1
609,1.8.1,True,1
610,1.8.1,True,1
611,1.8.1,True,1
612,1.8.1,False,0
613,1.8.1,True,1
614,1.8.1,True,1
615,1.8.1,False,0
616,1.8.1,False,0
617,1.8.1,True,1
618,1.8.1,True,1
619,1.8.1,True,1
620,1.8.1,False,0
621,1.8.1,True,1
622,1.8.1,False,0
623,1.8.1,True,1
624,1.8.1,True,1
625,1.8.1,False,0
626,1.8.1,False,0
627,1.8.1,True,1
628,1.8.1,False,0
629,1.8.1,True,1
630,1.8.1,True,1
631,1.8.1,False,0
632,1.8.1,False,0
633,1.8.1,False,0
634,1.8.1,True,1
635,1.8.1,True,1
636,1.8.1,True,1
637,1.8.1,True,1
638,1.8.1,False,0
639,1.8.1,False,0
640,1.8.1,True,1
641,1.8.1,True,1
642,1.8.1,True,1
643,1.8.1,False,0
644,1.8.1,True,1
645,1.8.1,True,1
646,1.8.1,False,0
647,1.8.1,False,0
648,1.8.1,True,1
649,1.8.1,True,1
650,1.8.1,False,0
651,1.8.1,False,0
652,1.8.1,False,0
653,1.8.1,True,1
654,1.8.1,True,1
655,1.8.1,True,1
656,1.8.1,True,1
657,1.8.1,True,1
658,1.8.1,False,0
659,1.8.1,False,0
660,1.8.1,True,1
661,1.8.1,True,1
662,1.8.1,False,0
663,1.8.1,True,1
664,1.8.1,False,0
665,1.8.1,True,1
666,1.8.1,False,0
667,1.8.1,False,0
668,1.8.1,False,0
669,1.8.1,False,0
670,1.8.1,False,0
671,1.8.1,True,1
672,1.8.1,True,1
673,1.8.1,True,1
674,1.8.1,True,1
675,1.8.1,True,1
676,1.8.1,True,1
677,1.8.1,True,1
678,1.8.1,True,1
679,1.8.1,True,1
680,1.8.1,False,0
681,1.8.1,True,1
682,1.8.1,True,1
683,1.8.1,True,1
684,1.8.1,False,0
685,1.8.1,True,1
686,1.8.1,True,1
687,1.8.1,True,1
688,1.8.1,True,1
689,1.8.1,True,1
690,1.8.1,True,1
691,1.8.1,True,1
692,1.8.1,False,0
693,1.8.1,True,1
694,1.8.1,True,1
695,1.8.1,True,1
696,1.8.1,False,0
697,1.8.1,True,1
698,1.8.1,True,1
699,1.8.1,True,1
700,1.8.1,False,0
701,1.8.1,False,0
702,1.8.1,False,0
703,1.8.1,True,1
704,1.8.1,False,0
705,1.8.1,True,1
706,1.8.1,False,0
707,1.8.1,False,0
708,1.8.1,False,0
709,1.8.1,True,1
710,1.8.1,True,1
711,1.8.1,True,1
712,1.8.1,False,0
713,1.8.1,False,0
714,1.8.1,True,1
715,1.8.1,True,1
716,1.8.1,True,1
717,1.8.1,False,0
718,1.8.1,True,1
719,1.8.1,True,1
720,1.8.1,False,0
721,1.8.1,True,1
722,1.8.1,True,1
723,1.8.1,False,0
724,1.8.1,False,0
725,1.8.1,True,1
726,1.8.1,False,0
727,1.8.1,False,0
728,1.8.1,True,1
729,1.8.1,False,0
730,1.8.1,True,1
731,1.8.1,False,0
732,1.8.1,True,1
733,1.8.1,False,0
734,1.8.1,True,1
735,1.8.1,True,1
736,1.8.1,True,1
737,1.8.1,True,1
738,1.8.1,True,1
739,1.8.1,True,1
740,1.8.1,False,0
741,1.8.1,False,0
742,1.8.1,False,0
743,1.8.1,False,0
744,1.8.1,False,0
745,1.8.1,True,1
746,1.8.1,True,1
747,1.8.1,False,0
748,1.8.1,False,0
749,1.8.1,False,0
750,1.8.1,False,0
751,1.8.1,True,1
752,1.8.1,True,1
753,1.8.1,False,0
754,1.8.1,False,0
755,1.8.1,True,1
756,1.8.1,True,1
757,1.8.1,False,0
758,1.8.1,True,1
759,1.8.1,False,0
760,1.8.1,False,0
761,1.8.1,False,0
762,1.8.1,False,0
763,1.8.1,False,0
764,1.8.1,False,0
765,1.8.1,False,0
766,1.8.1,False,0
767,1.8.1,False,0
768,1.8.1,False,0
769,1.8.1,False,0
770,1.8.1,False,0
771,1.8.1,True,1
772,1.8.1,False,0
773,1.8.1,True,1
774,1.8.1,True,1
775,1.8.1,False,0
776,1.8.1,False,0
777,1.8.1,True,1
778,1.8.1,False,0
779,1.8.1,False,0
780,1.8.1,True,1
781,1.8.1,True,1
782,1.8.1,True,1
783,1.8.1,True,1
784,1.8.1,False,0
785,1.8.1,False,0
786,1.8.1,True,1
787,1.8.1,False,0
788,1.8.1,False,0
789,1.8.1,True,1
790,1.8.1,False,0
791,1.8.1,False,0
792,1.8.1,False,0
793,1.8.1,True,1
794,1.8.1,True,1
795,1.8.1,False,0
796,1.8.1,True,1
797,1.8.1,False,0
798,1.8.1,True,1
799,1.8.1,True,1
800,1.8.1,True,1
801,1.8.1,False,0
802,1.8.1,False,0
803,1.8.1,True,1
804,1.8.1,False,0
805,1.8.1,True,1
806,1.8.1,False,0
807,1.8.1,False,0
808,1.8.1,True,1
809,1.8.1,False,0
810,1.8.1,True,1
811,1.8.1,False,0
812,1.8.1,True,1
813,1.8.1,True,1
814,1.8.1,True,1
815,1.8.1,True,1
816,1.8.1,False,0
817,1.8.1,False,0
818,1.8.1,False,0
819,1.8.1,True,1
820,1.8.1,True,1
821,1.8.1,True,1
822,1.8.1,False,0
823,1.8.1,True,1
824,1.8.1,False,0
825,1.8.1,False,0
826,1.8.1,True,1
827,1.8.1,True,1
828,1.8.1,False,0
829,1.8.1,False,0
830,1.8.1,False,0
831,1.8.1,True,1
832,1.8.1,False,0
833,1.8.1,False,0
834,1.8.1,False,0
835,1.8.1,False,0
836,1.8.1,False,0
837,1.8.1,True,1
838,1.8.1,True,1
839,1.8.1,True,1
840,1.8.1,False,0
841,1.8.1,False,0
842,1.8.1,True,1
843,1.8.1,True,1
844,1.8.1,True,1
845,1.8.1,True,1
846,1.8.1,True,1
847,1.8.1,True,1
848,1.8.1,False,0
849,1.8.1,True,1
850,1.8.1,False,0
851,1.8.1,False,0
852,1.8.1,True,1
853,1.8.1,True,1
854,1.8.1,True,1
855,1.8.1,False,0
856,1.8.1,False,0
857,1.8.1,False,0
858,1.8.1,False,0
859,1.8.1,False,0
860,1.8.1,False,0
861,1.8.1,False,0
862,1.8.1,False,0
863,1.8.1,True,1
864,1.8.1,True,1
865,1.8.1,True,1
866,1.8.1,False,0
867,1.8.1,False,0
868,1.8.1,False,0
869,1.8.1,True,1
870,1.8.1,True,1
871,1.8.1,False,0
872,1.8.1,True,1
873,1.8.1,True,1
874,1.8.1,True,1
875,1.8.1,True,1
876,1.8.1,True,1
877,1.8.1,False,0
878,1.8.1,True,1
879,1.8.1,True,1
880,1.8.1,False,0
881,1.8.1,False,0
882,1.8.1,True,1
883,1.8.1,False,0
884,1.8.1,False,0
885,1.8.1,True,1
886,1.8.1,True,1
887,1.8.1,True,1
888,1.8.1,True,1
889,1.8.1,True,1
890,1.8.1,False,0
891,1.8.1,True,1
892,1.8.1,True,1
893,1.8.1,False,0
894,1.8.1,False,0
895,1.8.1,False,0
896,1.8.1,False,0
897,1.8.1,True,1
898,1.8.1,True,1
899,1.8.1,False,0
900,1.8.1,True,1
901,1.8.1,True,1
902,1.8.1,True,1
903,1.8.1,True,1
904,1.8.1,False,0
905,1.8.1,False,0
906,1.8.1,True,1
907,1.8.1,False,0
908,1.8.1,False,0
909,1.8.1,True,1
910,1.8.1,True,1
911,1.8.1,True,1
912,1.8.1,True,1
913,1.8.1,True,1
914,1.8.1,True,1
915,1.8.1,False,0
916,1.8.1,False,0
917,1.8.1,True,1
918,1.8.1,True,1
919,1.8.1,True,1
920,1.8.1,True,1
921,1.8.1,False,0
922,1.8.1,False,0
923,1.8.1,False,0
924,1.8.1,False,0
925,1.8.1,True,1
926,1.8.1,False,0
927,1.8.1,False,0
928,1.8.1,False,0
929,1.8.1,False,0
930,1.8.1,True,1
931,1.8.1,True,1
932,1.8.1,False,0
933,1.8.1,False,0
934,1.8.1,True,1
935,1.8.1,True,1
936,1.8.1,True,1
937,1.8.1,True,1
938,1.8.1,False,0
939,1.8.1,True,1
940,1.8.1,False,0
941,1.8.1,True,1
942,1.8.1,True,1
943,1.8.1,True,1
944,1.8.1,True,1
945,1.8.1,True,1
946,1.8.1,True,1
947,1.8.1,True,1
948,1.8.1,True,1
949,1.8.1,True,1
950,1.8.1,True,1
951,1.8.1,True,1
952,1.8.1,True,1
953,1.8.1,True,1
954,1.8.1,True,1
955,1.8.1,True,1
956,1.8.1,False,0
957,1.8.1,False,0
958,1.8.1,False,0
959,1.8.1,True,1
960,1.8.1,True,1
961,1.8.1,True,1
962,1.8.1,False,0
963,1.8.1,True,1
964,1.8.1,True,1
965,1.8.1,False,0
966,1.8.1,True,1
967,1.8.1,False,0
968,1.8.1,False,0
969,1.8.1,False,0
970,1.8.1,False,0
971,1.8.1,True,1
972,1.8.1,False,0
973,1.8.1,True,1
974,1.8.1,True,1
975,1.8.1,True,1
976,1.8.1,True,1
977,1.8.1,True,1
978,1.8.1,True,1
979,1.8.1,False,0
980,1.8.1,True,1
981,1.8.1,True,1
982,1.8.1,True,1
983,1.8.1,True,1
984,1.8.1,True,1
985,1.8.2,True,1
986,1.8.2,True,1
987,1.8.2,False,0
988,1.8.2,True,1
989,1.8.2,True,1
990,1.8.2,True,1
991,1.8.2,True,1
992,1.8.2,True,1
993,1.8.2,False,0
994,1.8.2,True,1
995,1.8.2,True,1
996,1.8.2,True,1
997,1.8.2,True,1
998,1.8.2,False,0
999,1.8.2,True,1
1000,1.8.2,False,0
1001,1.8.2,True,1
1002,1.8.2,False,0
1003,1.8.2,True,1
1004,1.8.2,False,0
1005,1.8.2,True,1
1006,1.8.2,True,1
1007,1.8.2,True,1
1008,1.8.2,True,1
1009,1.8.2,False,0
1010,1.8.2,True,1
1011,1.8.2,True,1
1012,1.8.2,True,1
1013,1.8.2,False,0
1014,1.8.2,True,1
1015,1.8.2,False,0
1016,1.8.2,True,1
1017,1.8.2,False,0
1018,1.8.2,False,0
1019,1.8.2,True,1
1020,1.8.2,True,1
1021,1.8.2,False,0
1022,1.8.2,True,1
1023,1.8.2,True,1
1024,1.8.2,False,0
1025,1.8.2,True,1
1026,1.8.2,True,1
1027,1.8.2,False,0
1028,1.8.2,True,1
1029,1.8.2,False,0
1030,1.8.2,True,1
1031,1.8.2,False,0
1032,1.8.2,True,1
1033,1.8.2,True,1
1034,1.8.2,True,1
1035,1.8.2,True,1
1036,1.8.2,True,1
1037,1.8.2,False,0
1038,1.8.2,True,1
1039,1.8.2,False,0
1040,1.8.2,True,1
1041,1.8.2,False,0
1042,1.8.2,True,1
1043,1.8.2,False,0
1044,1.8.2,True,1
1045,1.8.2,True,1
1046,1.8.2,False,0
1047,1.8.2,True,1
1048,1.8.2,False,0
1049,1.8.2,True,1
1050,1.8.2,True,1
1051,1.8.2,True,1
1052,1.8.2,False,0
1053,1.8.2,True,1
1054,1.8.2,False,0
1055,1.8.2,True,1
1056,1.8.2,False,0
1057,1.8.2,True,1
1058,1.8.2,False,0
1059,1.8.2,True,1
1060,1.8.2,True,1
1061,1.8.2,False,0
1062,1.8.2,True,1
1063,1.8.2,True,1
1064,1.8.2,True,1
1065,1.8.2,False,0
1066,1.8.2,True,1
1067,1.8.2,True,1
1068,1.8.2,False,0
1069,1.8.2,True,1
1070,1.8.2,True,1
1071,1.8.2,True,1
1072,1.8.2,True,1
1073,1.8.2,False,0
1074,1.8.2,True,1
1075,1.8.2,True,1
1076,1.8.2,False,0
1077,1.8.2,True,1
1078,1.8.2,True,1
1079,1.8.2,False,0
1080,1.8.2,True,1
1081,1.8.2,True,1
1082,1.8.2,False,0
1083,1.8.2,True,1
1084,1.8.2,False,0
1085,1.8.2,True,1
1086,1.8.2,False,0
1087,1.8.2,True,1
1088,1.8.2,False,0
1089,1.8.2,True,1
1090,1.8.2,False,0
1091,1.8.2,True,1
1092,1.8.2,True,1
1093,1.8.2,True,1
1094,1.8.2,False,0
1095,1.8.2,True,1
1096,1.8.2,True,1
1097,1.8.2,False,0
1098,1.8.2,False,0
1099,1.8.2,True,1
1100,1.8.2,True,1
1101,1.8.2,True,1
1102,1.8.2,False,0
1103,1.8.2,True,1
1104,1.8.2,False,0
1105,1.8.2,True,1
1106,1.8.2,False,0
1107,1.8.2,True,1
1108,1.8.2,False,0
1109,1.8.2,True,1
1110,1.8.2,False,0
1111,1.8.2,True,1
1112,1.8.2,False,0
1113,1.8.2,True,1
1114,1.8.2,False,0
1115,1.8.2,True,1
1116,1.8.2,False,0
1117,1.8.2,True,1
1118,1.8.2,True,1
1119,1.8.2,False,0
1120,1.8.2,False,0
1121,1.8.2,True,1
1122,1.8.2,True,1
1123,1.8.2,True,1
1124,1.8.2,False,0
1125,1.8.2,True,1
1126,1.8.2,False,0
1127,1.8.2,True,1
1128,1.8.2,False,0
1129,1.8.2,True,1
1130,1.8.2,True,1
1131,1.8.2,True,1
1132,1.8.2,True,1
1133,1.8.2,True,1
1134,1.8.2,True,1
1135,1.8.2,True,1
1136,1.8.2,True,1
1137,1.8.2,True,1
1138,1.8.2,False,0
1139,1.8.2,True,1
1140,1.8.2,False,0
1141,1.8.2,True,1
1142,1.8.2,True,1
1143,1.8.2,False,0
1144,1.8.2,True,1
1145,1.8.2,False,0
1146,1.8.2,True,1
1147,1.8.2,True,1
1148,1.8.2,True,1
1149,1.8.2,False,0
1150,1.8.2,True,1
